Recipe ID,Recipe Name,Recipe Information,ingredients,Image URL,,
534,Crispy Amla Gawar Pod Sabzi Recipe,"To prepare Crispy Gawar Phali Sabzi Recipe, wash the gawar beans well and chop off the ends.If the beans are too long then cut them half lengthwise.Shred amla with a fine grater and keep aside.Heat oil in a Kadai/wok.Add hing, mustard seeds, and cumin seeds and let them splutter.Add green chillies and amla and fry for few seconds.Add the cluster beans/guar/gawar phali.Add dhaniya powder, haldi powder, salt, and stir well.Cover and pour little water on the lid for faster and non-sticky cooking.Cook for 12-20 minutes (Gawar phali may take long time to cook if the beans are thicker.
So cooking time may vary).When the gawar phali is fully cooked drain the water on the lid and leave it covered for few minutes so that it turns crispy.Keep stirring in between to avoid burning.For faster cooking, instead of covering for last few minutes, you can sauté the cooked gawar phali on high heat in open wok till it turns crispy while continuously stirring.Add black pepper, stir well and switch off the gas.Serve Crispy Gawar Phali Sabzi Recipe hot with Curry of your choice.
","amla , gawar phali ",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/15-feb/Crispy_Gawar_Phali_Sabzi_Recipe-1.jpg,,
535,Narangi Pulao Recipe  - Orange Flavoured Rice,"To begin making Narangi Pulao Recipe wash the rice, and soak it in water.
In a bowl, combine the saffron strands along with the milk and microwave for 1 minute.
Remove and set aside.
Heat a pressure cooker, with ghee on medium flame, add the whole spices - star anise, cinnamon stick, cloves, cardamom, fennel seeds.
Next add the washed and drained rice, freshly squeezed orange juice, saffron along with the milk, and salt.
Close the pressure cooker and pressure cook for 2 whistles.
Turn off the flame, and allow the pressure to release naturally.
Open the cooker once the pressure has released, fluff the Narangi Pulao with a fork and mix in the sugar whilst its hot.
Once done, transfer the Narangi Pulao to a serving bowl and serve hot.Serve Narangi Pulao along with Awadhi Khaas Nihari Recipe or Awadhi Style Dal Masoor Musallam Recipe, Boondi Raita Recipe, Pickled Onions, followed by a dessert of Mango Sago Kheer Recipe - Sabudana Kheer With Mangoes "," rice, saffron strands, milk, orange juice",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/nithya.anantham/Narangi_Pulao_Recipe_Orange_Juice_Pulao-7_1600.jpg,,
536,Healthy Homemade Ragi Dosa Recipe,"To begin making the Healthy Ragi Dosa Recipe, we need to make sure we have Ragi Idli Dosa batter.Here is how you can make the Homemade Ragi Idli & Dosa Batter Recipe.Heat the skillet on medium heat and pour a ladleful of ragi dosa batter over the skillet and spread the batter evenly using a spiral motion from inside out.Pour a teaspoon of ghee around the edges and increase the heat and cook the ragi ghee roast dosa for couple of minutes until the bottom of the dosa starts to turn golden brown.Turn the ragi ghee roast dosa over carefully and cook the other side for a few seconds.Turn over again and then fold them into half or roll them into a cylinder.
Once done, serve the ragi ghee roast dosa hot.Serve the Ragi Dosa Recipe along with Thakkali Vengaya Sambar, Tomato Onion Chutney and Coconut Chutney, it tastes absolutely delectable.
","ragi seeds, idli rice, urad dal",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2019/Healthy_Homemade_Ragi_Dosa_Recipe_Video_3_1600.jpg,,
537,The Goan Kelyachyo Fodi Recipe (Spicy & Crispy Pan Fried Banana Recipe),"To begin making the The Goan Kelyachyo Fodi Recipe, first wash and peel the plantain with a peeler.Smear oil in your fingers and palms, so the banana starch does not stick to your skin and also prevents it from getting dark.Cut the plantain into half and and then slice it lengthwise of 1/4 inch thickness.
Soak the slices of the plantain in water for 20 minutes.Combine the chili powder, turmeric powder and salt in a small bowl.After 20 minutes, drain the excess water and coat the raw bananas with this chilli and turmeric mixture.Allow it to rest in the chilli marinade for another 10 minutes.In another wide platter, combine the ingredients for the coating and keep it aside.Heat a couple of tablespoons of oil in the frying pan on medium heat.Dip the marinated raw banana in the spicy sooji mixture and toss it well so it coats the banana all around.
Place the sooji coated bananas on in the frying pan and fry until cooked through and browned well on medium heat.This would take anywhere between 8 to 10 minutes.
Covering the pan halfway through also helps cook the bananas from the inside.
Flip and cook until both sides are cooked and crisp.Serve the The Goan Kelyachyo Fodi (Spicy & Crispy Pan Fried Banana) as a tea time snack or as an appetizer for parties.
","sooji ,banana",https://www.archanaskitchen.com/images/archanaskitchen/Indian_Tea_Time_Snacks/Goan_Pan_Fried_Plantain_Recipe_Kelyachyo_Fodi-1.jpg,,
538,Veggie Penne Pasta Recipe In Creamy Roasted Carrot Sauce,"To begin making the Veggie Penne Pasta Recipe, we will first cook the Pasta and keep it aside.*To Cook the Pasta:Start by boiling the Del Monte Penne Rigate Pasta in hot water, keep a saucepan filled with water over a medium heat.Drop in the Penne pasta and a pinch of salt and leave it to boil.
Boil the pasta till it gets cooked until you get a biting consistency which is the al dente.Strain the water from the cooked penne pasta and rinse it under cold water.
Drain all the water and drizzle olive oil over the pasta so it does not stick to each other.*To Make the Sauce: To make the sauce heat a sauce pan with oil.
Once the oil is warm, add garlic and let it saute for about 30 seconds.After 30 seconds, add in the carrots, red bell peppers, yellow bell peppers and roast them well till it becomes soft.Cool it down, and grind the vegetables in a mixer to a very smooth paste.Heat a sauce pan, add the ground mixture and milk, whisk it well.
Season the sauce with salt and pepper.
Leave it to thicken little.Add the boiled pasta and coat the pasta well with the creamy vegetable sauce and check for seasoning again and adjust it according to your palate.
Preheat the oven to 180 degree Celsius to 10 minutes.
Add the Veggie Penne Pasta Recipe In Creamy Roasted Carrot Sauce into a baked ceramic pan and sprinkle mozzarella cheese on top of the pasta and bake it for 10 minutes until the cheese melts.
Garnish it with basil leaves and serve.
Serve the Veggie Penne Pasta Recipe along with a Light And Healthy Spinach Soup to make a delightful meal for kids.
","yellow bell pepper ,red bell pepper , pasta,  milk, cheese, carrot",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/June-07/Veggie_Penne_Pasta_Recipe_In_Creamy_Roasted_Carrot_Sauce-1.jpg,,
539,Delicious Butter Chicken Pani Puri Recipe,"To begin making the Butter Chicken Pani Puri recipe, we start with the chicken marination.Wash the chicken thoroughly and drain out all the water.In a big mixing bowl, add thick curd, ginger-garlic paste, turmeric powder, coriander powder, red chilli powder, raw mango powder, cumin powder, garam masala, honey, mustard oil, tomato puree, tomato ketchup, kasuri methi, Mint leaves, coriander leaves, lemon juice and salt.
Mix well.Add the shredded chicken breast to the marination masala and let it sit there for about 30 minutes In a kadai, heat butter, add all the contents of the butter chicken marination.
Cover and let it cook on medium flame for 20 mins or until done.
Allow to cool.You need a semi-gravy butter chicken for this appetizer.
Cook until the chicken is cooked and the masala has completely coated the chicken.*For the Mint Yoghurt DipTo begin the mint yoghurt dip, mix the Dhaniya Pudina Chutney  in a bowl and whisk in the curd/dahi.
 *To assemble the Butter Chicken Pani Puri  Place the pani puri, puris in a platter, lightly tap the top of the puri to make a half inch hole.Fill in about half a tablespoon of the butter chicken,serve with some pickled onions, drizzle mint yoghurt dip and garnish with coriander.If you wish to use homemade puris, try this Puri for Pani Puri / Golgappa/ Puchka Recipe Serve this Butter Chicken Pani Puri Recipe as a party appetizer along with Achaari Paneer Mini Bread Bowl With Cheesy Twist Recipe and Macher Chop Recipe (Bengali Style Fish Croquettes) for you high tea party.
If you make extra Butter Chicken, you can roll into a paratha and also make it into a roll for a quick dinner.
"," onion, chicken ,curd , amchur, ketchup",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sneha-archanaskitchen.com/Butter_Chicken_Pani_Puri__Recipe.jpg,,
540,Vegetarian Wonton Soup Recipe,"To begin making the Vegetable Wonton Soup, first get the momos ready.
Do not steam them, as we will be cooking it in the soup base.
Keep the filled.Keep the filled non-steamed momos covered with a damp muslin cloth until we make the soup broth.To begin making the soup broth, heat the sesame oil in a wide saucepan.
Add the onions, ginger, garlic and green chillies and saute for a few seconds.Next add in 3 cups of water, salt, vinegar, soy sauce.
Give the broth a simmer for about 10 minutes so all the flavours from the ginger, garlic and onions get into the soup broth.
Give the soup broth a taste and check for salt and spice levels and adjust to suit your taste.Once the soup broth has simmered for about 10 minutes, we will add the non-steamed wontons/momos to the broth.
Gradually add all of them and increase the heat of the soup.
Bring the soup to a boil and allow the wontons to cook in the broth for about 5 minutes.
You will notice the wontons come floating to the top.At this stage turn off the heat.
Spoon the Vegetarian Wonton Soup in a bowl and serve it with Cantonese Style Vegetarian Chowmein for a filling weeknight dinner.
","spring onion, rice vinegar,soy sauce, momos",https://www.archanaskitchen.com/images/archanaskitchen/World_Soups/Vegetarian_Wonton_Soup_Indian_Chinese.jpg,,
541,Stuffed Mooli Paratha Recipe With Radish Greens,"To begin making the Stuffed Mooli Paratha Recipe With Radish Greens, first make the stuffing.For the stuffing:Sprinkle some salt on the grated radish and squeeze out as much liquid as possible.
Do not discard it, use it to knead the dough for the cover.Heat oil in a wide non-stick pan.Add cumin seeds and when they sizzle, add chilli powder or green chilli paste and turmeric powder.Add the radish and salt if required.
Saute on low heat till all the moisture from radish evaporates.
Stir often.Once the moisture has evaporated completely, take it off the heat and cool.Add ajwain, chopped coriander seeds, gram flour (if using) and mix.For the dough:Mix all the ingredients in a mixing bowl or the bowl of a food processor.Use the liquid leftover after squeezing out from the radish to knead a soft pliable dough.
Use water if required.Cover and keep aside for 15-20 minutes.Making Stuffed mooli parathasDust a flat working surface with some flour.Divide the dough in 8-10 parts.Roll 1 portion into a ball and flatten it using your fingers.Press and make a cavity in the centre.Place about 2 tablespoons of the stuffing in the cavity, gather the edge and seal it.Carefully roll it out into a circle about 6-7 inches in diameter.Cook on a hot non-stick griddle, using oil till brown spots are seen.Repeat with the other dough balls and rest of the stuffing.Serve Stuffed Mooli parathas on its own or with a chutney, raita or pickle of choice.
","wheat flour,  gram flour, mooli mullangi ",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/madhulia/Stuffed_Mooli_Paratha_Indian_Radish_stuffed_flatbread.jpg,,
542,Parwal Masala Recipe - No Onion No Garlic Recipe,"To begin making No Onion No Garlic Parwal Masala Recipe, wash and prep the parwal.
Peel the skin out of the parwal.
Peel in alternate strips so that the parwal cooks and retains its shape as well.
Cut in half and keep aside.Grind ginger, tomato and watermelon seeds into a smooth mixture.Next heat oil in a wok and saute the parwal on medium flame till they are nearly cooked.
Remove and keep aside.Now in the same wok add some more oil if required and bay leaf and add the ground tomato and ginger paste and fry till the raw smell of the tomato goes away.Add the dry masalas, red chilli powder, coriander powder, cumin powder and garam masala powder and stir in the Parwal Masala gravy.
Add the cooked parwal to the gravy and add some water.
Simmer and cook the Parwal Masala for five minutes until the masala is well coated onto the parwal.Check the salt and spices and adjust to suit your taste and turn off the heat.
Transfer the Parwal Masala to a serving bowl and serve hot.Serve No Onion No Garlic - Parwal Masala along with Jain Style Whole Green Moong Dal Subzi, Tawa Paratha and Dangar Pachadi With Grated Carrots.
","tomato, watermelon seeds, parwal",https://www.archanaskitchen.com/images/archanaskitchen/basic_recipes/No_onion_no_gralic_Parwal_Masala_recipe_6_1600.jpg,,
543,Nadan Meen Kari Recipe (Kerala Style Fish Curry),"To prepare Nadan Meen Curry or Kerala Style Fish Curry, Clean the fish well and cut into pieces.
Add salt and turmeric powder to the fish and let it sit for 15 minutes.Then wash the fish again well.
Add 1 teaspoon of salt, 1 teaspoon red chili powder and 1/4 teaspoon turmeric powder.
Rub it all over the fish, place them inside the fridge and leave it to marinade for 30 minutes to 1 hour.Heat coconut oil in a clay pot.
When oil turns hot add mustard seeds and wait till it crackles.
Then add chopped shallots and sauté till onions turn pink.Add ginger-garlic paste and cook till raw smell of the paste is gone.Add tomato puree and cook until the puree turns thick and oil separates from the sides of the pan.Mix all the spice powder with 1 tablespoon water into a thick paste.
Add this paste into the pan and cook for about 3 minutes.Add 1 cup water and bring it to boil.
Add salt to taste and continue to boil for another 3 minutes.Now add kodumpuli and boil for another 10 to 15 minutes until the curry turns a little thick.Now add the marinated fish, reduce flame, cover and continue to cook on low flame for about 7 to 10 minutes or until the fish is cooked well.Turn off flame.
Nadan meen kari is ready to be served with steamed rice.
","tomato, kokum, fish ",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Jyothi_Rajesh/Nadan_Meen_Kari__Kerala_Fish_Curry.jpg,,
544,Green Beans In Pomegranate Cream Sauce Recipe,"To begin making the Green Beans In Pomegranate Cream Sauce Recipe, clean, wash and dry green beans.
Cut each bean into half lengthwise.Prepare a steamer for steaming and steam the beans in a steamer until it's just about cooked.
Remove from the steamer and keep aside.In a pan heat oil and saute chopped garlic until lightly brown in color.
Add cream, coconut milk, salt, honey, pomegranate seeds and pepper.
Bring the mixture to a brisk boil to combine the flavors and turn off the heat.Fold in the beans in pomegranate cream sauce and mix well so that beans get coated well with the sauce.Garnish with more pomegranate seeds and chopped spring onion greens.
Serve warm or cold.Serve the Green Beans in Pomegranate Cream Sauce along with Light And Creamy Broccoli Soup and Garlic Bread with Herb Butter for a weeknight dinner.
","coconut milk,  onion ,gram beans, pomegranate fruit ",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Hina_Gujral/Green_Beans_in_Pomegranate_Cream_Sauce_Recipe.jpg,,
545,Sweet Mixed Fruits And Granola Breakfast Wraps Recipe,"To start making Sweet Mixed Fruits And Nut Breakfast Wraps, in a small bowl add all the fruits and stir in the honey, make sure fruits are coated well.Warm up the Tortillas on a skillet and place it on a serving platter.Spread the cream cheese on the tortillas leaving an inch from the border.Arrange the prepared fruit mix one half down the center of each tortilla, sprinkle the granola.Fold the sides of each tortilla and roll to make a wrap (should look like burrito).Serve Sweet Mixed Fruits And Granola Breakfast Wraps for breakfast along with Spiced Pumpkin Smoothie.
","peaches, cheese, bananas, nuts, raspberries, strawberries, wheat flour tortilla",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Divya_Shivaraman_/Sweet_Mixed_Fruits_and_Granola_Breakfast_Wraps.jpg,,
546,Vazhaipoo Podimas Recipe  - Banana Flower Poriyal/ Sabzi,"To Begin making the Vazhaipoo Podimas/ Poriyal Recipe, first prep the banana flower.
The banana flower needs to be pruned well.The first step is to have a bowl filled with water and 3 tablespoons of yogurt/ dahi.
Mix well.
We will be pruning the banana flower and adding it to the chaas water so it does not get black.Grease your fingers and palms with oil, so the banana stem flower does not darken your nails and hands too.Separate the edible flower part which looks whitish yellow by removing the purple petals one bye one.The next step is to remove the middle bud/ stem from the flower.
You will find the two parts of the flower that is shown in the above picture.
Remove the one which is pointed in the picture.
These don't cook well.
Once done, keep placing the Vazhaipoo/ banana flower in the buttermilk.
Once you have all the flowers pruned, you can chop them.
Discard the water.Ensure the remaining ingredients are ready as well.Heat oil in a pan; add the mustard seeds and urad dal.
Allow it to crackle and the dal to turn crisp and golden brown.
Once done, stir in the curry leaves, green chillies and the chopped baby onions.
Saute the onions, until softened.
Once the onions have softened, add the coconut, turmeric powder and the chopped Vazhaipoo/ banana flower.
 You can add a few tablespoons of the buttermilk water, salt and cover the pan and cook the Vazhaipoo Poriyal until it is soft.Once the Vazhaipoo Podimas/ Poriyal is cooked, stir fry on the open to evaporate any excess water.
Check the salt and adjust according to taste.
Turn off the heat and transfer the Vazhaipoo Podimas/ Poriyal to a serving bowl.Serve Vazhaipoo Podimas/ Poriyal Recipe along with Steamed rice, Chettinad Style Poondu Rasam andKeerai Masiyal for a wholesome lunch.
It makes a perfect Indian lunch for diabetes as well.
","banana flower , coconut, curd, urad dal , onion ",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl-archanaskitchen.com/Vazhaipoo_Poriyal_Podimas_Banana_Flower_Sabzi-6_1600.jpg,,
547,Paan Gulkand Sharbat Recipe,"To begin making Paan Gulkand Sharbat Recipe, get all the ingredients ready.Start by making a fine paste of the betel leaves with little water using a mixer grinder and take it out in a big bowl, once churned completely.Now, add the cold milk, gulkand, honey, almonds and pistachios, ice cubes and whisk slowly till the gulkand and honey dissolves well into the drink.Serve this refreshing Paan Gulkand Sharbat Recipe for your guests in summers along with Kesar Pista Mango Ice Cream Recipe and Poha Chivda.
","betel leaves, ice cubes, milk cold, gulkand",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/nithya.anantham/Paan_Gulkand_Sherbath_Recipe_1600.jpg,,
548,Doddapatre Tambuli Recipe (Karpooravalli Thayir Pachadi),"To begin making the Doddapatre Tambuli, first thoroughly wash the doddapatre leaves and wipe them dry between kitchen towels.Then place a kadai on the heat.
Heat a tablespoon of ghee in it, and add the doddapatre leaves to the ghee.
Sauce them gently on a medium heat until they change colour and sweat.
continue to saute until all the water they release has evaporated.
The leaves will change colour and reduce to half the quantity.Take them out of the kadai and transfer them into a mixer and set the jar aside.In the same kadai, dry roast jeera and black pepper corns till the jeera turns dark in colour and aromatic.
Add these roasted spices also into the mixer jar.Add coconut, salt to the mixer too and grind it using half the quantity of yogurt, until it is a smooth paste.Transfer the paste into a serving bowl.
Top it up with the remaining yogurt and whisk until it is smoothly combined.Place a tadka ladle on the heat and melt some ghee in it.
When the ghee is warm, add the cumin seeds, allow them crackle, and pour the tempering over the tambuli.Mix well and serve child along with Steamed Rice.
","coconut, indian borage , curd",https://www.archanaskitchen.com/images/archanaskitchen/Indian_Raitas/Doddapatre_Tambuli_Recipe_Karuveppilai_Thayir_Pachadi-1.jpg,,
549,Open Burger with Vegetable Patty Recipe,"To begin making the Open Burger recipe, wash the potatoes and cook them in a pressure cooker for 5 whistles.Turn off the flame and allow the pressure to release naturally.
Once cooked, open the lid, drain the excess eater, remove the potatoes, peel the skin and mash well in a bowl.
Cook carrot first on a hot kadai with the Garlic And Oregano Spread over a medium heat, then add green peas.
Once fully cooked, mash that as well.Add mashed peas and carrot, red chili powder, corn flour, finely chopped green chilies, salt and lime juice to the mashed potatoes.
Mix well.
Divide it into 4 equal portions, roll it into balls and flatten it  between your palms to resemble the shape of a disc.Heat a wide pan and add 1 tablespoon Nutralite Garlic And Oregano Spread.
Coat the potato patties with little bread crumbs and shallow fry until it turns golden brown on both the sides.Repeat with all the patties, add more Garlic And Oregano Spread if the pan turns dry.In the same griddle toast the burger base by adding some Nutralite Garlic And Oregano Spread.
Toast them until crispy and light brown.
Keep them aside.Now to assemble, take the base of the burger, spread a little Nutralite Cheesy Garlic Mayo, then place a lettuce, place the patty, pipe in your mustard sauce, place the sliced tomatoes and onions and sprinkle with bhujia and serve.Serve the Open Burger with Vegetable Patty Recipe with a glass of  Pomegranate Mint Cocktail Recipe and a Grilled Pineapple And Chicken Salad Recipe on the side to enjoy your meal.
                                                                                                                                                       ","tomato, aloo bhujia, corn flour, mustard sauce, green peas , carrot, iceberg lettuce, lemon lime, onion, potato ,bread crumbs, burger",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Open_Burger_with_Vegetable_Patty_Recipe.jpg,,
550,Chow Chow Verkadalai Masala Curry Recipe - Chayote Peanut Poriyal Recipe,"To begin making the Chow Chow Verkadalai Masala Curry Recipe, first prepare all the ingredients and keep them ready.
Heat oil in the pressure cooker and add the mustard seeds.
Once the mustard seeds crackle, add the bay leaves, tomato puree, chow chow, moongphali, sambar powder, jaggery, amchur, turmeric powder and curry leaves.Stir for a few minutes, add the salt, 1/4 cup of water and pressure cook the chow chow and verkadalai along with the masala for 3 whistles.
After 3 whistles turn off the heat.
Once the pressure has released, open the cooker, check the salt and adjust according to taste.Stir in the coriander leaves into the Chow Chow Verkadalai Masala Curry.
Serve the Chow Chow Verkadalai Masala Curry along with Beetroot Sambar Recipe, Carrot Beans Poriyal and Steamed Rice for a wholesome lunch or dinner.
","tomato, chow chow (chayote squash), amchur (dry mango powder), bay leaf (tej patta), peanuts (moongphali), sambar powder",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/admin/Chow_Chow_Verkadalai_Masala_Curry_Recipe_Chayote_Peanut_Poriyal_Recipe.jpg,,
551,Indian Chicken Keema Sliders Recipe,"To begin making the Indian Chicken Keema Sliders Recipe, firstly roast all the masalas including cumin seeds, cinnamon stick, cloves, black pepper corns, coriander seeds, star anise and Kashmiri dry red chillies at low heat in a flat pan till fragrant.
Set it aside.Once cool, powder them or pound in a pestle and mortar.
Heat the oil in a pan on medium-high flame.Once the oil is hot and simmering, add the onion, ginger, garlic and green chillies.Keep and eye on it and keep sautéing for about 15-20 minutes till the onions moisture and start to turn brown.Reduce the flame to low, add the ground spices.
Saute for 20 seconds and add in the onions.
Add the chopped tomatoes with their water and keep cooking till the tomatoes soften and turn mushy.If the mixture is burning, add a splash of water.
This should take another 10 minutes.
Add yogurt in 3 batches.
Mixing well every time you add the yogurt.Cook for about 2 minutes.
Next add in the chicken keema and with your ladle break any clumps and mix well.Do this step quickly before the chicken starts to cook to avoid lumps.
Add water if required, cook the chicken in the spices for about 10-15 minutes till the curry starts to simmer.Once it simmers (bubbles on the surface) cook for another 5 minutes to ensure its done.
Finish with juice of one whole Lemon and Coriander Leaves.Toast the slider buns with little bit of butter.
Scoop the chicken keema inside and serve.Serve Indian Chicken Keema Sliders along with other starter such as Paneer Tikka and a chilled glass of your favourite Mocktail for house parties.
","tomato,curd, chicken",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/foodcoworg-gmail.com/Indian_Chicken_Keema_Sliders_1600.jpg,,
551,Pazhutha Manga Pachadi Recipe - Kerala Style Ripe Mango Curry,"To make the Pazhutha Manga Pachadi Recipe, first place the chopped mangoes, salt, red chilli powder, haldi powder, mustard powder, curry stalks, coconut and jaggery in a saucepan, along with 1 cup water.Place the saucepan on high heat and bring it to a boil.
Lower the heat to medium, cover the saucepan and cook for about 10 minutes until the mangoes are softened.Next, stir it, check for salt and mash the mangoes lightly, still leaving some chunks and the seeds in the pan.
Turn off the heat and serveServe Pazhutha Manga Pachadi along with Steamed Rice and Kerala Style Kappa Ulathiyathu Recipe (Tapioca Stir Fry Recipe) for a complete meal.
","coconut, mango , mustard seeds ground ",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Praerna_Kartha/Pazhutha_Manga_Pachadi_Recipe_Kerala_Style_Ripe_Mango_Curry.jpg,,
553,Chocolate Espresso Custard Pudding Recipe,"To begin making the Chocolate Espresso Custard Pudding Recipe, in a small bowl, mix in 1/2 cup of milk with cocoa powder and cornstarch.
Whisk using a hand mixer to avoid lumps.
Run this mixture through a strainer and set aside.Add milk to a saucepan and bring it to boil.
Once the milk starts to boil, reduce the heat and whisk in sugar and espresso powder.Stir continuously to avoid scorching the bottom of the sauce pan and cook for 3-4 minutes on low flame.
Now add in semi-sweet chocolate along with cocoa and cornstarch mixture.
Stir until the chocolate pudding starts to thicken and coat back side of the spoon.
Run this mixture through a strainer to avoid lumps and pour it into the desired cups or glasses.Chill the chocolate espresso pudding in the refrigerator for at least 4 hours until set.Once set serve Chocolate Espresso Custard Pudding garnishing with swirl of whipping cream topped,  fresh cherry and Luvit Crazy Pops or you can even garnish with chocolate curls.Serve the Chocolate Espresso Custard Pudding Recipe as a dessert party recipe or on a special occasion like Valentine Day and your loved ones will surely love this recipe.Serve Chocolate Espresso Custard Pudding as dessert after a meal of Baked Pasta Recipe with Paneer and Spinach, Garlic Knot Recipe and  Lavender Lemonade Cooler Recipe.
","chocolate bar, chocolate shavings, heavy whipping cream, milk, espresso, corn flour , caster , cocoa , cherrie",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Lubna_Karim/Chocolate_Espresso_Custard_Pudding_Recipe-1.jpg,,
554,Karnataka Style Utthatthi Payasa Recipe - Dry Dates Kheer,"To prepare Karnataka Style Utthatthi Payasa Recipe, deseed the dates and chop them into small pieces.
In a mixer-jar, add dates, a cup of milk and grind them into a fine paste.Mix the ground date paste with the remaining cup of milk.
Add cardamom powder and combine them well.Heat this payasa on medium flame and bring it to a brisk boil.Once it starts boiling, switch off the flame.In a small pan, add ghee and heat it over a medium flame.
Add cashews and fry until they turn golden.Season uttatthi payasa recipe with fried cashews and chopped pistachios and almonds.Serve Karnataka Style Utthatthi Payasa Recipe for dessert after meal of Keerai Sambar, Steamed Rice and Chow Chow Thoran or serve it as part of a festive meal.
","cashew nuts, pistachios, milk coconut milk vegan option, badam (almond), cardamom powder (elaichi), dates",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/KarthikaKrishnan/Utthatthi_Payasa_Karnataka_Style_Dry_Dates_Kheer.jpg,,
555,Sugarcane Kheer Recipe - Sugarcane Kheer Recipe,"To begin making the Ganne Ke Ras Ki Kheer Recipe, firstly soak the millet for about half an hour.Heat a pressure cooker and add sugarcane juice, let it be on a medium heat and bring the juice to a boil.Add 2 tablespoons of milk to remove and impurities, by using a ladle remove the foam from the top and throw it away.
 Once that is done you can add the millet and cover and let it cook.
Keep stirring at regular intervals and cook till you get your desired consistency.Pressure cook it for 3 whistles and turn off the heat and keep it aside.
Release the pressure naturally.
Once you open, add water to adjust the consistency.
Once done, keep it aisde.For the tempering, add ghee in a tadka pan.
 Add cashews, almonds and cook till they become golden brown.
Pour this on the kheer and give it a mix.Serve the Ganne Ke Ras Ki Kheer after your delicious meal of Sarson Ka Saag and Makki Ki Roti with a dollop of homemade butter for a winter weekday meal.
","cashew nuts, gram foxtail millet, milk",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Ganne_Ke_Ras_Ki_Kheer_Recipe_Sugarcane_Kheer_Recipe.jpg,,
556,Kaanole Recipe (Maharashtrian Steamed Wheat Flour Sweet),"To prepare Kaanole Recipe (Maharashtrian Steamed Wheat Flour Sweet), in a bowl take grated Jaggery and add some warm water to it to dissolve the Jaggery.
Stir well.
Filter the jaggery dissolved water for impurities if any.Take wheat flour in a another bowl, add suji and a pinch of salt and oil to the flour and using this Jaggery water, knead into a soft dough.
Add more water if needed while kneading the dough.Cover the dough and keep aside for 10-15 minutes.Pinch a small portion of the dough and make a ball shape.Roll it out using a rolling pin to a circular shape by applying few drops of oil on the rolling board.Now apply oil and fold it to half , again apply some oil and then fold one more time to form a triangle or cone shape.Make all the Kaanole in similar way and keep them in a greased container and cook in a pressure cooker for 3 whistles, oe steam them in an idli steamer for 20 minutes or till done.Serve Kaanole Recipe (Maharashtrian Steamed Wheat Flour Sweet) with either green chilli pickle or along with Appe Payasa.
","wheat flour, sooji",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/poonampagar-gmail.com/Kaanole.jpg,,
557,Mexican Chicken Fajita Recipe,"To begin making Mexican Chicken Fajita Recipe, cut chicken breasts into thin strips with a knife.
In a mixing bowl, marinate it with cumin powder, paprika, juice of lemon, salt, oregano and 1 teaspoon olive oil.
Let chicken rest in marinade for 30 minutes.Once the chicken is marinated with all the spices, heat a shallow fry pan with a little olive oil.
Add chicken pieces on a medium heat, and cook until the pieces are cooked and juicy, keeping the pan covered and sauteeing to avoid sticking or charring.Once the chicken is cooked juicy, remove the chicken pieces from the pan and keep aside.Into the same pan, add remaining olive oil.
Once the oil is hot enough, add thin onion slices and bell peppers and toss until the veggies turn softer, but retains their crunch.Add a pinch of salt to the veggies, toss till the salt combines well, and remove from pan.Slightly warm the tortillas on a flat skillet.To Assemble FajitaTo assemble the fajita in the tortilla, place a good 2 to 3 tablespoon of chicken to the center of the tortillas.Spoon over some sour cream and guacamole.Arrange a few lettuce leaves over it.Then place a spoonful of sauteed onions and bell peppers over it.Fold from one edge towards up, keep it secured with a finger, and then fold in the edge into the center and then roll the tortillas as tight as possible without tearing it and keep its open edge down, so that the roll is secure.
You can even use a aluminum foil to keep the wrap in place.Serve Mexican Chicken Fajita Recipe as an entree along with Mexican Style Sopa De Frijol Recipe(Red Kidney Beans Soup Recipe) and Shredded Chicken Tostadas Recipe for a complete meal.
","guacamole, iceberg lettuce leaves, sour, paprika ,cheese , red yellow green bell peppers, onion, chicken ",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/jyothir/Mexican_Chicken_Fajitas.jpg,,
